corpus,meta,frame,frame_label,n_present,n_applicable,pct,alpha,tier
migration,Education,deservingness,Deservingness,41,78,52.5641,0.687,clears
migration,Education,responsibility,Responsibility,58,78,74.359,0.318,structural
migration,Education,humanitarian,Humanitarian,47,78,60.2564,0.658,clears
migration,Education,security,Security,17,78,21.7949,0.58,unresolved
migration,Education,policy,Policy,66,78,84.6154,0.603,clears
migration,Education,securitization,Securitization,3,78,3.8462,0.382,structural
migration,Education,othering,Othering,31,78,39.7436,0.335,structural
migration,Education,agency,Agency,77,78,98.7179,-0.03,structural
migration,Religion,conflict,Conflict,57,67,85.0746,0.504,structural
migration,Religion,human_interest,Human Interest,43,67,64.1791,0.665,clears
migration,Religion,economic,Economic,17,67,25.3731,0.719,clears
migration,Religion,deservingness,Deservingness,47,67,70.1493,0.687,clears
migration,Religion,responsibility,Responsibility,52,67,77.6119,0.318,structural
migration,Religion,humanitarian,Humanitarian,44,67,65.6716,0.658,clears
migration,Religion,security,Security,32,67,47.7612,0.58,unresolved
migration,Religion,policy,Policy,43,67,64.1791,0.603,clears
migration,Religion,securitization,Securitization,18,67,26.8657,0.382,structural
migration,Religion,othering,Othering,41,67,61.194,0.335,structural
migration,Religion,agency,Agency,63,67,94.0299,-0.03,structural
migration,Population Trends,conflict,Conflict,28,61,45.9016,0.504,structural
migration,Population Trends,human_interest,Human Interest,3,61,4.918,0.665,clears
migration,Population Trends,economic,Economic,9,61,14.7541,0.719,clears
migration,Population Trends,deservingness,Deservingness,10,61,16.3934,0.687,clears
migration,Population Trends,responsibility,Responsibility,35,61,57.377,0.318,structural
migration,Population Trends,humanitarian,Humanitarian,4,61,6.5574,0.658,clears
migration,Population Trends,security,Security,9,61,14.7541,0.58,unresolved
migration,Population Trends,policy,Policy,53,61,86.8852,0.603,clears
migration,Population Trends,securitization,Securitization,1,61,1.6393,0.382,structural
migration,Population Trends,othering,Othering,18,61,29.5082,0.335,structural
migration,Population Trends,agency,Agency,46,61,75.4098,-0.03,structural
migration,Families,conflict,Conflict,27,40,67.5,0.504,structural
migration,Families,human_interest,Human Interest,31,40,77.5,0.665,clears
migration,Families,economic,Economic,6,40,15.0,0.719,clears
migration,Families,deservingness,Deservingness,32,40,80.0,0.687,clears
migration,Families,responsibility,Responsibility,22,40,55.0,0.318,structural
migration,Families,humanitarian,Humanitarian,31,40,77.5,0.658,clears
migration,Families,security,Security,1,40,2.5,0.58,unresolved
migration,Families,policy,Policy,33,40,82.5,0.603,clears
migration,Families,securitization,Securitization,4,40,10.0,0.382,structural
migration,Families,othering,Othering,5,40,12.5,0.335,structural
migration,Families,agency,Agency,40,40,100.0,-0.03,structural
migration,Health,conflict,Conflict,17,35,48.5714,0.504,structural
migration,Health,human_interest,Human Interest,27,35,77.1429,0.665,clears
migration,Health,economic,Economic,5,35,14.2857,0.719,clears
migration,Health,deservingness,Deservingness,26,35,74.2857,0.687,clears
migration,Health,responsibility,Responsibility,23,35,65.7143,0.318,structural
migration,Health,humanitarian,Humanitarian,25,35,71.4286,0.658,clears
migration,Health,security,Security,14,35,40.0,0.58,unresolved
migration,Health,policy,Policy,28,35,80.0,0.603,clears
migration,Health,securitization,Securitization,9,35,25.7143,0.382,structural
migration,Health,othering,Othering,14,35,40.0,0.335,structural
migration,Health,agency,Agency,35,35,100.0,-0.03,structural
migration,Housing,conflict,Conflict,19,29,65.5172,0.504,structural
migration,Housing,human_interest,Human Interest,10,29,34.4828,0.665,clears
migration,Housing,economic,Economic,15,29,51.7241,0.719,clears
migration,Housing,deservingness,Deservingness,11,29,37.931,0.687,clears
migration,Housing,responsibility,Responsibility,25,29,86.2069,0.318,structural
migration,Housing,humanitarian,Humanitarian,12,29,41.3793,0.658,clears
migration,Housing,security,Security,7,29,24.1379,0.58,unresolved
migration,Housing,policy,Policy,27,29,93.1034,0.603,clears
migration,Housing,securitization,Securitization,1,29,3.4483,0.382,structural
migration,Housing,othering,Othering,16,29,55.1724,0.335,structural
migration,Housing,agency,Agency,29,29,100.0,-0.03,structural
migration,Natural Disasters & Accidents,conflict,Conflict,20,25,80.0,0.504,structural
migration,Natural Disasters & Accidents,human_interest,Human Interest,21,25,84.0,0.665,clears
migration,Natural Disasters & Accidents,economic,Economic,5,25,20.0,0.719,clears
migration,Natural Disasters & Accidents,deservingness,Deservingness,17,25,68.0,0.687,clears
migration,Natural Disasters & Accidents,responsibility,Responsibility,17,25,68.0,0.318,structural
migration,Natural Disasters & Accidents,humanitarian,Humanitarian,19,25,76.0,0.658,clears
migration,Natural Disasters & Accidents,security,Security,9,25,36.0,0.58,unresolved
migration,Natural Disasters & Accidents,policy,Policy,18,25,72.0,0.603,clears
migration,Natural Disasters & Accidents,securitization,Securitization,3,25,12.0,0.382,structural
migration,Natural Disasters & Accidents,othering,Othering,10,25,40.0,0.335,structural
migration,Natural Disasters & Accidents,agency,Agency,25,25,100.0,-0.03,structural
migration,Transportation,conflict,Conflict,14,23,60.8696,0.504,structural
migration,Transportation,human_interest,Human Interest,14,23,60.8696,0.665,clears
migration,Transportation,economic,Economic,7,23,30.4348,0.719,clears
migration,Transportation,deservingness,Deservingness,15,23,65.2174,0.687,clears
migration,Transportation,responsibility,Responsibility,17,23,73.913,0.318,structural
migration,Transportation,humanitarian,Humanitarian,12,23,52.1739,0.658,clears
migration,Transportation,security,Security,5,23,21.7391,0.58,unresolved
migration,Transportation,policy,Policy,18,23,78.2609,0.603,clears
migration,Transportation,securitization,Securitization,2,23,8.6957,0.382,structural
migration,Transportation,othering,Othering,10,23,43.4783,0.335,structural
migration,Transportation,agency,Agency,23,23,100.0,-0.03,structural
migration,"Migration, Discrimination & Racism",conflict,Conflict,13,16,81.25,0.504,structural
migration,"Migration, Discrimination & Racism",human_interest,Human Interest,10,16,62.5,0.665,clears
migration,"Migration, Discrimination & Racism",economic,Economic,4,16,25.0,0.719,clears
migration,"Migration, Discrimination & Racism",deservingness,Deservingness,8,16,50.0,0.687,clears
migration,"Migration, Discrimination & Racism",responsibility,Responsibility,12,16,75.0,0.318,structural
migration,"Migration, Discrimination & Racism",humanitarian,Humanitarian,12,16,75.0,0.658,clears
migration,"Migration, Discrimination & Racism",security,Security,7,16,43.75,0.58,unresolved
migration,"Migration, Discrimination & Racism",policy,Policy,13,16,81.25,0.603,clears
migration,"Migration, Discrimination & Racism",securitization,Securitization,3,16,18.75,0.382,structural
migration,"Migration, Discrimination & Racism",othering,Othering,13,16,81.25,0.335,structural
migration,"Migration, Discrimination & Racism",agency,Agency,16,16,100.0,-0.03,structural
migration,Migration & Racism,conflict,Conflict,9,9,100.0,0.504,structural
migration,Migration & Racism,human_interest,Human Interest,3,9,33.3333,0.665,clears
migration,Migration & Racism,economic,Economic,4,9,44.4444,0.719,clears
migration,Migration & Racism,deservingness,Deservingness,5,9,55.5556,0.687,clears
migration,Migration & Racism,responsibility,Responsibility,8,9,88.8889,0.318,structural
migration,Migration & Racism,humanitarian,Humanitarian,3,9,33.3333,0.658,clears
migration,Migration & Racism,security,Security,6,9,66.6667,0.58,unresolved
migration,Migration & Racism,policy,Policy,8,9,88.8889,0.603,clears
migration,Migration & Racism,securitization,Securitization,2,9,22.2222,0.382,structural
migration,Migration & Racism,othering,Othering,7,9,77.7778,0.335,structural
migration,Migration & Racism,agency,Agency,9,9,100.0,-0.03,structural
migration,Society & Inclusion,conflict,Conflict,8,8,100.0,0.504,structural
migration,Society & Inclusion,human_interest,Human Interest,4,8,50.0,0.665,clears
migration,Society & Inclusion,economic,Economic,1,8,12.5,0.719,clears
migration,Society & Inclusion,deservingness,Deservingness,8,8,100.0,0.687,clears
migration,Society & Inclusion,responsibility,Responsibility,5,8,62.5,0.318,structural
migration,Society & Inclusion,humanitarian,Humanitarian,6,8,75.0,0.658,clears
migration,Society & Inclusion,security,Security,3,8,37.5,0.58,unresolved
migration,Society & Inclusion,policy,Policy,7,8,87.5,0.603,clears
migration,Society & Inclusion,securitization,Securitization,2,8,25.0,0.382,structural
migration,Society & Inclusion,othering,Othering,6,8,75.0,0.335,structural
migration,Society & Inclusion,agency,Agency,8,8,100.0,-0.03,structural
migration,Humanitarian Aid,conflict,Conflict,4,6,66.6667,0.504,structural
migration,Humanitarian Aid,human_interest,Human Interest,6,6,100.0,0.665,clears
migration,Humanitarian Aid,economic,Economic,2,6,33.3333,0.719,clears
migration,Humanitarian Aid,deservingness,Deservingness,5,6,83.3333,0.687,clears
migration,Humanitarian Aid,responsibility,Responsibility,5,6,83.3333,0.318,structural
migration,Humanitarian Aid,humanitarian,Humanitarian,6,6,100.0,0.658,clears
migration,Humanitarian Aid,security,Security,0,6,0.0,0.58,unresolved
migration,Humanitarian Aid,policy,Policy,2,6,33.3333,0.603,clears
migration,Humanitarian Aid,securitization,Securitization,1,6,16.6667,0.382,structural
migration,Humanitarian Aid,othering,Othering,1,6,16.6667,0.335,structural
migration,Humanitarian Aid,agency,Agency,6,6,100.0,-0.03,structural
migration,Human Rights & Humanitarian Aid,conflict,Conflict,4,4,100.0,0.504,structural
migration,Human Rights & Humanitarian Aid,human_interest,Human Interest,4,4,100.0,0.665,clears
migration,Human Rights & Humanitarian Aid,economic,Economic,0,4,0.0,0.719,clears
migration,Human Rights & Humanitarian Aid,deservingness,Deservingness,3,4,75.0,0.687,clears
migration,Human Rights & Humanitarian Aid,responsibility,Responsibility,4,4,100.0,0.318,structural
migration,Human Rights & Humanitarian Aid,humanitarian,Humanitarian,4,4,100.0,0.658,clears
migration,Human Rights & Humanitarian Aid,security,Security,1,4,25.0,0.58,unresolved
migration,Human Rights & Humanitarian Aid,policy,Policy,4,4,100.0,0.603,clears
migration,Human Rights & Humanitarian Aid,securitization,Securitization,1,4,25.0,0.382,structural
migration,Human Rights & Humanitarian Aid,othering,Othering,0,4,0.0,0.335,structural
migration,Human Rights & Humanitarian Aid,agency,Agency,4,4,100.0,-0.03,structural
migration,Climate Crisis,conflict,Conflict,1,3,33.3333,0.504,structural
migration,Climate Crisis,human_interest,Human Interest,1,3,33.3333,0.665,clears
migration,Climate Crisis,economic,Economic,2,3,66.6667,0.719,clears
migration,Climate Crisis,deservingness,Deservingness,1,3,33.3333,0.687,clears
migration,Climate Crisis,responsibility,Responsibility,2,3,66.6667,0.318,structural
migration,Climate Crisis,humanitarian,Humanitarian,2,3,66.6667,0.658,clears
migration,Climate Crisis,security,Security,0,3,0.0,0.58,unresolved
migration,Climate Crisis,policy,Policy,2,3,66.6667,0.603,clears
migration,Climate Crisis,securitization,Securitization,0,3,0.0,0.382,structural
migration,Climate Crisis,othering,Othering,2,3,66.6667,0.335,structural
migration,Climate Crisis,agency,Agency,2,3,66.6667,-0.03,structural
migration,Human Rights,conflict,Conflict,1,2,50.0,0.504,structural
migration,Human Rights,human_interest,Human Interest,1,2,50.0,0.665,clears
migration,Human Rights,economic,Economic,1,2,50.0,0.719,clears
migration,Human Rights,deservingness,Deservingness,2,2,100.0,0.687,clears
migration,Human Rights,responsibility,Responsibility,0,2,0.0,0.318,structural
migration,Human Rights,humanitarian,Humanitarian,2,2,100.0,0.658,clears
migration,Human Rights,security,Security,0,2,0.0,0.58,unresolved
migration,Human Rights,policy,Policy,2,2,100.0,0.603,clears
migration,Human Rights,securitization,Securitization,0,2,0.0,0.382,structural
migration,Human Rights,othering,Othering,0,2,0.0,0.335,structural
migration,Human Rights,agency,Agency,1,2,50.0,-0.03,structural
