corpus,year,frame,frame_label,outlet_clean,level,pct,n_present,n_applicable
climate,2018,responsibility,Responsibility,FD,by_outlet,90.9091,10,11
climate,2019,responsibility,Responsibility,FD,by_outlet,100.0,14,14
climate,2020,responsibility,Responsibility,FD,by_outlet,100.0,11,11
climate,2021,responsibility,Responsibility,FD,by_outlet,93.5484,29,31
climate,2022,responsibility,Responsibility,FD,by_outlet,83.3333,20,24
climate,2023,responsibility,Responsibility,FD,by_outlet,85.0,17,20
climate,2014,scientific,Scientific,FD,by_outlet,40.0,2,5
climate,2015,scientific,Scientific,FD,by_outlet,44.4444,4,9
climate,2016,scientific,Scientific,FD,by_outlet,40.0,2,5
climate,2017,scientific,Scientific,FD,by_outlet,33.3333,3,9
climate,2018,scientific,Scientific,FD,by_outlet,72.7273,8,11
climate,2019,scientific,Scientific,FD,by_outlet,71.4286,10,14
climate,2020,scientific,Scientific,FD,by_outlet,36.3636,4,11
climate,2021,scientific,Scientific,FD,by_outlet,38.7097,12,31
climate,2022,scientific,Scientific,FD,by_outlet,29.1667,7,24
climate,2023,scientific,Scientific,FD,by_outlet,55.0,11,20
climate,2014,crisis,Crisis,FD,by_outlet,40.0,2,5
climate,2015,crisis,Crisis,FD,by_outlet,33.3333,3,9
climate,2016,crisis,Crisis,FD,by_outlet,20.0,1,5
climate,2017,crisis,Crisis,FD,by_outlet,33.3333,3,9
climate,2018,crisis,Crisis,FD,by_outlet,45.4545,5,11
climate,2019,crisis,Crisis,FD,by_outlet,71.4286,10,14
climate,2020,crisis,Crisis,FD,by_outlet,63.6364,7,11
climate,2021,crisis,Crisis,FD,by_outlet,54.8387,17,31
climate,2022,crisis,Crisis,FD,by_outlet,66.6667,16,24
climate,2023,crisis,Crisis,FD,by_outlet,60.0,12,20
climate,2014,solutions,Solutions,FD,by_outlet,100.0,5,5
climate,2015,solutions,Solutions,FD,by_outlet,100.0,9,9
climate,2016,solutions,Solutions,FD,by_outlet,80.0,4,5
climate,2017,solutions,Solutions,FD,by_outlet,88.8889,8,9
climate,2018,solutions,Solutions,FD,by_outlet,90.9091,10,11
climate,2019,solutions,Solutions,FD,by_outlet,85.7143,12,14
climate,2020,solutions,Solutions,FD,by_outlet,81.8182,9,11
climate,2021,solutions,Solutions,FD,by_outlet,90.3226,28,31
climate,2022,solutions,Solutions,FD,by_outlet,87.5,21,24
climate,2023,solutions,Solutions,FD,by_outlet,75.0,15,20
climate,2014,victim,Victim,FD,by_outlet,0.0,0,5
climate,2015,victim,Victim,FD,by_outlet,22.2222,2,9
climate,2016,victim,Victim,FD,by_outlet,0.0,0,5
climate,2017,victim,Victim,FD,by_outlet,11.1111,1,9
climate,2018,victim,Victim,FD,by_outlet,9.0909,1,11
climate,2019,victim,Victim,FD,by_outlet,28.5714,4,14
climate,2020,victim,Victim,FD,by_outlet,0.0,0,11
climate,2021,victim,Victim,FD,by_outlet,25.8065,8,31
climate,2022,victim,Victim,FD,by_outlet,8.3333,2,24
climate,2023,victim,Victim,FD,by_outlet,30.0,6,20
climate,2014,skepticism,Skepticism,FD,by_outlet,20.0,1,5
climate,2015,skepticism,Skepticism,FD,by_outlet,0.0,0,9
climate,2016,skepticism,Skepticism,FD,by_outlet,60.0,3,5
climate,2017,skepticism,Skepticism,FD,by_outlet,44.4444,4,9
climate,2018,skepticism,Skepticism,FD,by_outlet,18.1818,2,11
climate,2019,skepticism,Skepticism,FD,by_outlet,28.5714,4,14
climate,2020,skepticism,Skepticism,FD,by_outlet,27.2727,3,11
climate,2021,skepticism,Skepticism,FD,by_outlet,35.4839,11,31
climate,2022,skepticism,Skepticism,FD,by_outlet,37.5,9,24
climate,2023,skepticism,Skepticism,FD,by_outlet,30.0,6,20
climate,2014,securitization,Securitization,FD,by_outlet,20.0,1,5
climate,2015,securitization,Securitization,FD,by_outlet,33.3333,3,9
climate,2016,securitization,Securitization,FD,by_outlet,20.0,1,5
climate,2017,securitization,Securitization,FD,by_outlet,33.3333,3,9
climate,2018,securitization,Securitization,FD,by_outlet,54.5455,6,11
climate,2019,securitization,Securitization,FD,by_outlet,64.2857,9,14
climate,2020,securitization,Securitization,FD,by_outlet,45.4545,5,11
climate,2021,securitization,Securitization,FD,by_outlet,41.9355,13,31
climate,2022,securitization,Securitization,FD,by_outlet,37.5,9,24
climate,2023,securitization,Securitization,FD,by_outlet,45.0,9,20
climate,2014,othering,Othering,FD,by_outlet,0.0,0,5
climate,2015,othering,Othering,FD,by_outlet,11.1111,1,9
climate,2016,othering,Othering,FD,by_outlet,0.0,0,5
climate,2017,othering,Othering,FD,by_outlet,0.0,0,9
climate,2018,othering,Othering,FD,by_outlet,18.1818,2,11
climate,2019,othering,Othering,FD,by_outlet,14.2857,2,14
climate,2020,othering,Othering,FD,by_outlet,0.0,0,11
climate,2021,othering,Othering,FD,by_outlet,6.4516,2,31
climate,2022,othering,Othering,FD,by_outlet,4.1667,1,24
climate,2023,othering,Othering,FD,by_outlet,20.0,4,20
climate,2014,agency,Agency,FD,by_outlet,100.0,5,5
climate,2015,agency,Agency,FD,by_outlet,100.0,9,9
climate,2016,agency,Agency,FD,by_outlet,100.0,5,5
climate,2017,agency,Agency,FD,by_outlet,100.0,9,9
climate,2018,agency,Agency,FD,by_outlet,100.0,11,11
climate,2019,agency,Agency,FD,by_outlet,100.0,14,14
climate,2020,agency,Agency,FD,by_outlet,100.0,11,11
climate,2021,agency,Agency,FD,by_outlet,100.0,31,31
climate,2022,agency,Agency,FD,by_outlet,91.6667,22,24
climate,2023,agency,Agency,FD,by_outlet,95.0,19,20
climate,2014,conflict,Conflict,NRC,by_outlet,0.0,0,1
climate,2015,conflict,Conflict,NRC,by_outlet,100.0,1,1
climate,2017,conflict,Conflict,NRC,by_outlet,100.0,1,1
climate,2020,conflict,Conflict,NRC,by_outlet,64.2857,9,14
climate,2021,conflict,Conflict,NRC,by_outlet,65.7143,23,35
climate,2022,conflict,Conflict,NRC,by_outlet,77.7778,21,27
climate,2023,conflict,Conflict,NRC,by_outlet,75.0,30,40
climate,2014,human_interest,Human Interest,NRC,by_outlet,100.0,1,1
climate,2015,human_interest,Human Interest,NRC,by_outlet,0.0,0,1
climate,2017,human_interest,Human Interest,NRC,by_outlet,0.0,0,1
climate,2020,human_interest,Human Interest,NRC,by_outlet,35.7143,5,14
climate,2021,human_interest,Human Interest,NRC,by_outlet,31.4286,11,35
climate,2022,human_interest,Human Interest,NRC,by_outlet,37.037,10,27
climate,2023,human_interest,Human Interest,NRC,by_outlet,37.5,15,40
climate,2014,economic,Economic,NRC,by_outlet,100.0,1,1
climate,2015,economic,Economic,NRC,by_outlet,0.0,0,1
climate,2017,economic,Economic,NRC,by_outlet,100.0,1,1
climate,2020,economic,Economic,NRC,by_outlet,64.2857,9,14
climate,2021,economic,Economic,NRC,by_outlet,60.0,21,35
climate,2022,economic,Economic,NRC,by_outlet,62.963,17,27
climate,2023,economic,Economic,NRC,by_outlet,62.5,25,40
climate,2014,deservingness,Deservingness,NRC,by_outlet,0.0,0,1
climate,2015,deservingness,Deservingness,NRC,by_outlet,0.0,0,1
climate,2017,deservingness,Deservingness,NRC,by_outlet,0.0,0,1
climate,2020,deservingness,Deservingness,NRC,by_outlet,21.4286,3,14
climate,2021,deservingness,Deservingness,NRC,by_outlet,5.7143,2,35
climate,2022,deservingness,Deservingness,NRC,by_outlet,22.2222,6,27
climate,2023,deservingness,Deservingness,NRC,by_outlet,12.5,5,40
climate,2014,responsibility,Responsibility,NRC,by_outlet,100.0,1,1
climate,2015,responsibility,Responsibility,NRC,by_outlet,100.0,1,1
climate,2017,responsibility,Responsibility,NRC,by_outlet,100.0,1,1
climate,2020,responsibility,Responsibility,NRC,by_outlet,92.8571,13,14
climate,2021,responsibility,Responsibility,NRC,by_outlet,82.8571,29,35
climate,2022,responsibility,Responsibility,NRC,by_outlet,88.8889,24,27
climate,2023,responsibility,Responsibility,NRC,by_outlet,95.0,38,40
climate,2014,scientific,Scientific,NRC,by_outlet,100.0,1,1
climate,2015,scientific,Scientific,NRC,by_outlet,100.0,1,1
climate,2017,scientific,Scientific,NRC,by_outlet,0.0,0,1
climate,2020,scientific,Scientific,NRC,by_outlet,50.0,7,14
climate,2021,scientific,Scientific,NRC,by_outlet,51.4286,18,35
climate,2022,scientific,Scientific,NRC,by_outlet,51.8519,14,27
climate,2023,scientific,Scientific,NRC,by_outlet,72.5,29,40
climate,2014,crisis,Crisis,NRC,by_outlet,0.0,0,1
climate,2015,crisis,Crisis,NRC,by_outlet,100.0,1,1
climate,2017,crisis,Crisis,NRC,by_outlet,100.0,1,1
climate,2020,crisis,Crisis,NRC,by_outlet,64.2857,9,14
climate,2021,crisis,Crisis,NRC,by_outlet,62.8571,22,35
climate,2022,crisis,Crisis,NRC,by_outlet,55.5556,15,27
climate,2023,crisis,Crisis,NRC,by_outlet,67.5,27,40
climate,2014,solutions,Solutions,NRC,by_outlet,100.0,1,1
climate,2015,solutions,Solutions,NRC,by_outlet,100.0,1,1
climate,2017,solutions,Solutions,NRC,by_outlet,100.0,1,1
climate,2020,solutions,Solutions,NRC,by_outlet,92.8571,13,14
climate,2021,solutions,Solutions,NRC,by_outlet,85.7143,30,35
climate,2022,solutions,Solutions,NRC,by_outlet,96.2963,26,27
climate,2023,solutions,Solutions,NRC,by_outlet,77.5,31,40
climate,2014,victim,Victim,NRC,by_outlet,100.0,1,1
climate,2015,victim,Victim,NRC,by_outlet,100.0,1,1
climate,2017,victim,Victim,NRC,by_outlet,0.0,0,1
climate,2020,victim,Victim,NRC,by_outlet,0.0,0,14
climate,2021,victim,Victim,NRC,by_outlet,28.5714,10,35
climate,2022,victim,Victim,NRC,by_outlet,25.9259,7,27
climate,2023,victim,Victim,NRC,by_outlet,32.5,13,40
climate,2014,skepticism,Skepticism,NRC,by_outlet,0.0,0,1
climate,2015,skepticism,Skepticism,NRC,by_outlet,0.0,0,1
climate,2017,skepticism,Skepticism,NRC,by_outlet,0.0,0,1
climate,2020,skepticism,Skepticism,NRC,by_outlet,21.4286,3,14
climate,2021,skepticism,Skepticism,NRC,by_outlet,20.0,7,35
climate,2022,skepticism,Skepticism,NRC,by_outlet,14.8148,4,27
climate,2023,skepticism,Skepticism,NRC,by_outlet,17.5,7,40
climate,2014,securitization,Securitization,NRC,by_outlet,0.0,0,1
climate,2015,securitization,Securitization,NRC,by_outlet,100.0,1,1
climate,2017,securitization,Securitization,NRC,by_outlet,0.0,0,1
climate,2020,securitization,Securitization,NRC,by_outlet,50.0,7,14
climate,2021,securitization,Securitization,NRC,by_outlet,48.5714,17,35
climate,2022,securitization,Securitization,NRC,by_outlet,44.4444,12,27
climate,2023,securitization,Securitization,NRC,by_outlet,42.5,17,40
climate,2014,othering,Othering,NRC,by_outlet,0.0,0,1
climate,2015,othering,Othering,NRC,by_outlet,0.0,0,1
climate,2017,othering,Othering,NRC,by_outlet,0.0,0,1
climate,2020,othering,Othering,NRC,by_outlet,7.1429,1,14
climate,2021,othering,Othering,NRC,by_outlet,17.1429,6,35
climate,2022,othering,Othering,NRC,by_outlet,29.6296,8,27
climate,2023,othering,Othering,NRC,by_outlet,7.5,3,40
climate,2014,agency,Agency,NRC,by_outlet,100.0,1,1
climate,2015,agency,Agency,NRC,by_outlet,100.0,1,1
climate,2017,agency,Agency,NRC,by_outlet,100.0,1,1
climate,2020,agency,Agency,NRC,by_outlet,100.0,14,14
climate,2021,agency,Agency,NRC,by_outlet,100.0,35,35
climate,2022,agency,Agency,NRC,by_outlet,96.2963,26,27
climate,2023,agency,Agency,NRC,by_outlet,95.0,38,40
climate,2017,conflict,Conflict,Telegraaf,by_outlet,0.0,0,2
climate,2018,conflict,Conflict,Telegraaf,by_outlet,75.0,3,4
climate,2019,conflict,Conflict,Telegraaf,by_outlet,71.4286,5,7
climate,2020,conflict,Conflict,Telegraaf,by_outlet,75.0,6,8
climate,2021,conflict,Conflict,Telegraaf,by_outlet,66.6667,14,21
climate,2022,conflict,Conflict,Telegraaf,by_outlet,66.6667,12,18
climate,2023,conflict,Conflict,Telegraaf,by_outlet,62.5,10,16
climate,2017,human_interest,Human Interest,Telegraaf,by_outlet,100.0,2,2
climate,2018,human_interest,Human Interest,Telegraaf,by_outlet,25.0,1,4
climate,2019,human_interest,Human Interest,Telegraaf,by_outlet,14.2857,1,7
climate,2020,human_interest,Human Interest,Telegraaf,by_outlet,25.0,2,8
climate,2021,human_interest,Human Interest,Telegraaf,by_outlet,19.0476,4,21
climate,2022,human_interest,Human Interest,Telegraaf,by_outlet,27.7778,5,18
climate,2023,human_interest,Human Interest,Telegraaf,by_outlet,18.75,3,16
climate,2017,economic,Economic,Telegraaf,by_outlet,50.0,1,2
climate,2018,economic,Economic,Telegraaf,by_outlet,100.0,4,4
climate,2019,economic,Economic,Telegraaf,by_outlet,85.7143,6,7
climate,2020,economic,Economic,Telegraaf,by_outlet,25.0,2,8
climate,2021,economic,Economic,Telegraaf,by_outlet,85.7143,18,21
climate,2022,economic,Economic,Telegraaf,by_outlet,72.2222,13,18
climate,2023,economic,Economic,Telegraaf,by_outlet,62.5,10,16
climate,2017,deservingness,Deservingness,Telegraaf,by_outlet,0.0,0,2
climate,2018,deservingness,Deservingness,Telegraaf,by_outlet,0.0,0,4
climate,2019,deservingness,Deservingness,Telegraaf,by_outlet,0.0,0,7
climate,2020,deservingness,Deservingness,Telegraaf,by_outlet,0.0,0,8
climate,2021,deservingness,Deservingness,Telegraaf,by_outlet,4.7619,1,21
climate,2022,deservingness,Deservingness,Telegraaf,by_outlet,16.6667,3,18
climate,2023,deservingness,Deservingness,Telegraaf,by_outlet,12.5,2,16
climate,2017,responsibility,Responsibility,Telegraaf,by_outlet,50.0,1,2
climate,2018,responsibility,Responsibility,Telegraaf,by_outlet,100.0,4,4
climate,2019,responsibility,Responsibility,Telegraaf,by_outlet,100.0,7,7
climate,2020,responsibility,Responsibility,Telegraaf,by_outlet,75.0,6,8
climate,2021,responsibility,Responsibility,Telegraaf,by_outlet,100.0,21,21
climate,2022,responsibility,Responsibility,Telegraaf,by_outlet,88.8889,16,18
climate,2023,responsibility,Responsibility,Telegraaf,by_outlet,75.0,12,16
climate,2017,scientific,Scientific,Telegraaf,by_outlet,100.0,2,2
climate,2018,scientific,Scientific,Telegraaf,by_outlet,75.0,3,4
climate,2019,scientific,Scientific,Telegraaf,by_outlet,28.5714,2,7
climate,2020,scientific,Scientific,Telegraaf,by_outlet,50.0,4,8
climate,2021,scientific,Scientific,Telegraaf,by_outlet,61.9048,13,21
climate,2022,scientific,Scientific,Telegraaf,by_outlet,61.1111,11,18
climate,2023,scientific,Scientific,Telegraaf,by_outlet,37.5,6,16
climate,2017,crisis,Crisis,Telegraaf,by_outlet,100.0,2,2
climate,2018,crisis,Crisis,Telegraaf,by_outlet,0.0,0,4
climate,2019,crisis,Crisis,Telegraaf,by_outlet,28.5714,2,7
climate,2020,crisis,Crisis,Telegraaf,by_outlet,50.0,4,8
climate,2021,crisis,Crisis,Telegraaf,by_outlet,66.6667,14,21
climate,2022,crisis,Crisis,Telegraaf,by_outlet,83.3333,15,18
climate,2023,crisis,Crisis,Telegraaf,by_outlet,50.0,8,16
climate,2017,solutions,Solutions,Telegraaf,by_outlet,0.0,0,2
climate,2018,solutions,Solutions,Telegraaf,by_outlet,75.0,3,4
climate,2019,solutions,Solutions,Telegraaf,by_outlet,71.4286,5,7
climate,2020,solutions,Solutions,Telegraaf,by_outlet,62.5,5,8
climate,2021,solutions,Solutions,Telegraaf,by_outlet,71.4286,15,21
climate,2022,solutions,Solutions,Telegraaf,by_outlet,61.1111,11,18
climate,2023,solutions,Solutions,Telegraaf,by_outlet,81.25,13,16
climate,2017,victim,Victim,Telegraaf,by_outlet,100.0,2,2
climate,2018,victim,Victim,Telegraaf,by_outlet,25.0,1,4
climate,2019,victim,Victim,Telegraaf,by_outlet,0.0,0,7
climate,2020,victim,Victim,Telegraaf,by_outlet,25.0,2,8
climate,2021,victim,Victim,Telegraaf,by_outlet,23.8095,5,21
climate,2022,victim,Victim,Telegraaf,by_outlet,33.3333,6,18
climate,2023,victim,Victim,Telegraaf,by_outlet,37.5,6,16
climate,2017,skepticism,Skepticism,Telegraaf,by_outlet,0.0,0,2
climate,2018,skepticism,Skepticism,Telegraaf,by_outlet,75.0,3,4
climate,2019,skepticism,Skepticism,Telegraaf,by_outlet,42.8571,3,7
climate,2020,skepticism,Skepticism,Telegraaf,by_outlet,25.0,2,8
climate,2021,skepticism,Skepticism,Telegraaf,by_outlet,47.619,10,21
climate,2022,skepticism,Skepticism,Telegraaf,by_outlet,27.7778,5,18
climate,2023,skepticism,Skepticism,Telegraaf,by_outlet,37.5,6,16
climate,2017,securitization,Securitization,Telegraaf,by_outlet,50.0,1,2
climate,2018,securitization,Securitization,Telegraaf,by_outlet,25.0,1,4
climate,2019,securitization,Securitization,Telegraaf,by_outlet,42.8571,3,7
climate,2020,securitization,Securitization,Telegraaf,by_outlet,37.5,3,8
climate,2021,securitization,Securitization,Telegraaf,by_outlet,52.381,11,21
climate,2022,securitization,Securitization,Telegraaf,by_outlet,55.5556,10,18
climate,2023,securitization,Securitization,Telegraaf,by_outlet,31.25,5,16
climate,2017,othering,Othering,Telegraaf,by_outlet,0.0,0,2
climate,2018,othering,Othering,Telegraaf,by_outlet,0.0,0,4
climate,2019,othering,Othering,Telegraaf,by_outlet,14.2857,1,7
climate,2020,othering,Othering,Telegraaf,by_outlet,0.0,0,8
climate,2021,othering,Othering,Telegraaf,by_outlet,19.0476,4,21
climate,2022,othering,Othering,Telegraaf,by_outlet,11.1111,2,18
climate,2023,othering,Othering,Telegraaf,by_outlet,31.25,5,16
climate,2017,agency,Agency,Telegraaf,by_outlet,100.0,2,2
climate,2018,agency,Agency,Telegraaf,by_outlet,100.0,4,4
climate,2019,agency,Agency,Telegraaf,by_outlet,100.0,7,7
climate,2020,agency,Agency,Telegraaf,by_outlet,100.0,8,8
climate,2021,agency,Agency,Telegraaf,by_outlet,100.0,21,21
climate,2022,agency,Agency,Telegraaf,by_outlet,88.8889,16,18
climate,2023,agency,Agency,Telegraaf,by_outlet,100.0,16,16
climate,2014,conflict,Conflict,Trouw,by_outlet,66.6667,6,9
climate,2015,conflict,Conflict,Trouw,by_outlet,77.7778,14,18
climate,2016,conflict,Conflict,Trouw,by_outlet,70.0,7,10
climate,2017,conflict,Conflict,Trouw,by_outlet,88.8889,16,18
climate,2018,conflict,Conflict,Trouw,by_outlet,86.3636,19,22
climate,2019,conflict,Conflict,Trouw,by_outlet,80.7692,21,26
climate,2020,conflict,Conflict,Trouw,by_outlet,76.0,19,25
climate,2021,conflict,Conflict,Trouw,by_outlet,80.0,32,40
climate,2022,conflict,Conflict,Trouw,by_outlet,75.0,36,48
climate,2023,conflict,Conflict,Trouw,by_outlet,88.0952,37,42
climate,2014,human_interest,Human Interest,Trouw,by_outlet,22.2222,2,9
climate,2015,human_interest,Human Interest,Trouw,by_outlet,16.6667,3,18
climate,2016,human_interest,Human Interest,Trouw,by_outlet,20.0,2,10
climate,2017,human_interest,Human Interest,Trouw,by_outlet,33.3333,6,18
climate,2018,human_interest,Human Interest,Trouw,by_outlet,36.3636,8,22
climate,2019,human_interest,Human Interest,Trouw,by_outlet,50.0,13,26
climate,2020,human_interest,Human Interest,Trouw,by_outlet,32.0,8,25
climate,2021,human_interest,Human Interest,Trouw,by_outlet,25.0,10,40
climate,2022,human_interest,Human Interest,Trouw,by_outlet,37.5,18,48
climate,2023,human_interest,Human Interest,Trouw,by_outlet,40.4762,17,42
climate,2014,economic,Economic,Trouw,by_outlet,77.7778,7,9
climate,2015,economic,Economic,Trouw,by_outlet,61.1111,11,18
climate,2016,economic,Economic,Trouw,by_outlet,40.0,4,10
climate,2017,economic,Economic,Trouw,by_outlet,61.1111,11,18
climate,2018,economic,Economic,Trouw,by_outlet,63.6364,14,22
climate,2019,economic,Economic,Trouw,by_outlet,34.6154,9,26
climate,2020,economic,Economic,Trouw,by_outlet,52.0,13,25
climate,2021,economic,Economic,Trouw,by_outlet,70.0,28,40
climate,2022,economic,Economic,Trouw,by_outlet,62.5,30,48
climate,2023,economic,Economic,Trouw,by_outlet,66.6667,28,42
climate,2014,deservingness,Deservingness,Trouw,by_outlet,0.0,0,9
climate,2015,deservingness,Deservingness,Trouw,by_outlet,22.2222,4,18
climate,2016,deservingness,Deservingness,Trouw,by_outlet,10.0,1,10
climate,2017,deservingness,Deservingness,Trouw,by_outlet,5.5556,1,18
climate,2018,deservingness,Deservingness,Trouw,by_outlet,18.1818,4,22
climate,2019,deservingness,Deservingness,Trouw,by_outlet,15.3846,4,26
climate,2020,deservingness,Deservingness,Trouw,by_outlet,12.0,3,25
climate,2021,deservingness,Deservingness,Trouw,by_outlet,7.5,3,40
climate,2022,deservingness,Deservingness,Trouw,by_outlet,16.6667,8,48
climate,2023,deservingness,Deservingness,Trouw,by_outlet,21.4286,9,42
climate,2014,responsibility,Responsibility,Trouw,by_outlet,77.7778,7,9
climate,2015,responsibility,Responsibility,Trouw,by_outlet,94.4444,17,18
climate,2016,responsibility,Responsibility,Trouw,by_outlet,100.0,10,10
climate,2017,responsibility,Responsibility,Trouw,by_outlet,94.4444,17,18
climate,2018,responsibility,Responsibility,Trouw,by_outlet,77.2727,17,22
climate,2019,responsibility,Responsibility,Trouw,by_outlet,84.6154,22,26
climate,2020,responsibility,Responsibility,Trouw,by_outlet,92.0,23,25
climate,2021,responsibility,Responsibility,Trouw,by_outlet,97.5,39,40
climate,2022,responsibility,Responsibility,Trouw,by_outlet,97.9167,47,48
climate,2023,responsibility,Responsibility,Trouw,by_outlet,97.619,41,42
climate,2014,scientific,Scientific,Trouw,by_outlet,88.8889,8,9
climate,2015,scientific,Scientific,Trouw,by_outlet,61.1111,11,18
climate,2016,scientific,Scientific,Trouw,by_outlet,50.0,5,10
climate,2017,scientific,Scientific,Trouw,by_outlet,77.7778,14,18
climate,2018,scientific,Scientific,Trouw,by_outlet,72.7273,16,22
climate,2019,scientific,Scientific,Trouw,by_outlet,57.6923,15,26
climate,2020,scientific,Scientific,Trouw,by_outlet,72.0,18,25
climate,2021,scientific,Scientific,Trouw,by_outlet,47.5,19,40
climate,2022,scientific,Scientific,Trouw,by_outlet,56.25,27,48
climate,2023,scientific,Scientific,Trouw,by_outlet,50.0,21,42
climate,2014,crisis,Crisis,Trouw,by_outlet,22.2222,2,9
climate,2015,crisis,Crisis,Trouw,by_outlet,44.4444,8,18
climate,2016,crisis,Crisis,Trouw,by_outlet,60.0,6,10
climate,2017,crisis,Crisis,Trouw,by_outlet,61.1111,11,18
climate,2018,crisis,Crisis,Trouw,by_outlet,63.6364,14,22
climate,2019,crisis,Crisis,Trouw,by_outlet,76.9231,20,26
climate,2020,crisis,Crisis,Trouw,by_outlet,68.0,17,25
climate,2021,crisis,Crisis,Trouw,by_outlet,70.0,28,40
climate,2022,crisis,Crisis,Trouw,by_outlet,70.8333,34,48
climate,2023,crisis,Crisis,Trouw,by_outlet,78.5714,33,42
climate,2014,solutions,Solutions,Trouw,by_outlet,77.7778,7,9
climate,2015,solutions,Solutions,Trouw,by_outlet,88.8889,16,18
climate,2016,solutions,Solutions,Trouw,by_outlet,80.0,8,10
climate,2017,solutions,Solutions,Trouw,by_outlet,77.7778,14,18
climate,2018,solutions,Solutions,Trouw,by_outlet,81.8182,18,22
climate,2019,solutions,Solutions,Trouw,by_outlet,61.5385,16,26
climate,2020,solutions,Solutions,Trouw,by_outlet,84.0,21,25
climate,2021,solutions,Solutions,Trouw,by_outlet,90.0,36,40
climate,2022,solutions,Solutions,Trouw,by_outlet,79.1667,38,48
climate,2023,solutions,Solutions,Trouw,by_outlet,85.7143,36,42
climate,2014,victim,Victim,Trouw,by_outlet,22.2222,2,9
climate,2015,victim,Victim,Trouw,by_outlet,16.6667,3,18
climate,2016,victim,Victim,Trouw,by_outlet,40.0,4,10
climate,2017,victim,Victim,Trouw,by_outlet,22.2222,4,18
climate,2018,victim,Victim,Trouw,by_outlet,36.3636,8,22
climate,2019,victim,Victim,Trouw,by_outlet,23.0769,6,26
climate,2020,victim,Victim,Trouw,by_outlet,24.0,6,25
climate,2021,victim,Victim,Trouw,by_outlet,30.0,12,40
climate,2022,victim,Victim,Trouw,by_outlet,35.4167,17,48
climate,2023,victim,Victim,Trouw,by_outlet,33.3333,14,42
climate,2014,skepticism,Skepticism,Trouw,by_outlet,22.2222,2,9
climate,2015,skepticism,Skepticism,Trouw,by_outlet,44.4444,8,18
climate,2016,skepticism,Skepticism,Trouw,by_outlet,10.0,1,10
climate,2017,skepticism,Skepticism,Trouw,by_outlet,22.2222,4,18
climate,2018,skepticism,Skepticism,Trouw,by_outlet,36.3636,8,22
climate,2019,skepticism,Skepticism,Trouw,by_outlet,26.9231,7,26
climate,2020,skepticism,Skepticism,Trouw,by_outlet,16.0,4,25
climate,2021,skepticism,Skepticism,Trouw,by_outlet,25.0,10,40
climate,2022,skepticism,Skepticism,Trouw,by_outlet,12.5,6,48
climate,2023,skepticism,Skepticism,Trouw,by_outlet,19.0476,8,42
climate,2014,securitization,Securitization,Trouw,by_outlet,55.5556,5,9
climate,2015,securitization,Securitization,Trouw,by_outlet,61.1111,11,18
climate,2016,securitization,Securitization,Trouw,by_outlet,50.0,5,10
climate,2017,securitization,Securitization,Trouw,by_outlet,44.4444,8,18
climate,2018,securitization,Securitization,Trouw,by_outlet,63.6364,14,22
climate,2019,securitization,Securitization,Trouw,by_outlet,57.6923,15,26
climate,2020,securitization,Securitization,Trouw,by_outlet,48.0,12,25
climate,2021,securitization,Securitization,Trouw,by_outlet,55.0,22,40
climate,2022,securitization,Securitization,Trouw,by_outlet,47.9167,23,48
climate,2023,securitization,Securitization,Trouw,by_outlet,57.1429,24,42
climate,2014,othering,Othering,Trouw,by_outlet,22.2222,2,9
climate,2015,othering,Othering,Trouw,by_outlet,16.6667,3,18
climate,2016,othering,Othering,Trouw,by_outlet,10.0,1,10
climate,2017,othering,Othering,Trouw,by_outlet,0.0,0,18
climate,2018,othering,Othering,Trouw,by_outlet,0.0,0,22
climate,2019,othering,Othering,Trouw,by_outlet,15.3846,4,26
climate,2020,othering,Othering,Trouw,by_outlet,0.0,0,25
climate,2021,othering,Othering,Trouw,by_outlet,7.5,3,40
climate,2022,othering,Othering,Trouw,by_outlet,16.6667,8,48
climate,2023,othering,Othering,Trouw,by_outlet,11.9048,5,42
climate,2014,agency,Agency,Trouw,by_outlet,100.0,9,9
climate,2015,agency,Agency,Trouw,by_outlet,100.0,18,18
climate,2016,agency,Agency,Trouw,by_outlet,100.0,10,10
climate,2017,agency,Agency,Trouw,by_outlet,100.0,18,18
climate,2018,agency,Agency,Trouw,by_outlet,100.0,22,22
climate,2019,agency,Agency,Trouw,by_outlet,96.1538,25,26
climate,2020,agency,Agency,Trouw,by_outlet,100.0,25,25
climate,2021,agency,Agency,Trouw,by_outlet,97.5,39,40
climate,2022,agency,Agency,Trouw,by_outlet,97.9167,47,48
climate,2023,agency,Agency,Trouw,by_outlet,100.0,42,42
climate,2014,conflict,Conflict,Volkskrant,by_outlet,90.0,9,10
climate,2015,conflict,Conflict,Volkskrant,by_outlet,70.0,7,10
climate,2016,conflict,Conflict,Volkskrant,by_outlet,77.7778,7,9
climate,2017,conflict,Conflict,Volkskrant,by_outlet,69.2308,9,13
climate,2018,conflict,Conflict,Volkskrant,by_outlet,80.0,12,15
climate,2019,conflict,Conflict,Volkskrant,by_outlet,90.0,18,20
climate,2020,conflict,Conflict,Volkskrant,by_outlet,77.7778,14,18
climate,2021,conflict,Conflict,Volkskrant,by_outlet,61.5385,24,39
climate,2022,conflict,Conflict,Volkskrant,by_outlet,70.0,21,30
